Show_Name,Date_Close,Date_Open,Year,Days Open,Prod_Type,Show_Type,Theatre,,,,
The Case of Rebellious Susan,,1/9/1905,1905,,Revival,Play,Lyceum Theatre,,,,
You Never Can Tell,,1/9/1905,1905,,,Play,Garrick Theatre,,,,
His Honor the Mayor of the Bowery,,1/7/1905,1905,,Original Production,Musical,Murray Hill Theatre,,,,
The College Widower,,1/5/1905,1905,,Revival,Musical,Weber and Fields' Music Hall,,,,
Babes in Toyland,4/8/1905,1/2/1905,1905,96,Original Production,Musical,Majestic Theatre,,,,
Banished by the King,,1/2/1905,1905,,Original Production,Play,Star Theatre,,,,
Cousin Billy,,1/2/1905,1905,,Original Production,Play,Criterion Center Stage Right,,,,
Once Upon a Time,,1/2/1905,1905,,Original Production,Play,Berkeley Lyceum Theatre,,,,
Robert Emmet,,12/28/1904,1904,,Original Production,Play,Haverly's 14th Street Theatre,,,,
"Me, Him and I",1/28/1905,12/26/1904,1904,33,Original Production,Musical,West End Theatre,,,,
Shadows on the Hearth,,12/26/1904,1904,,Original Production,,American Theatre,,,,
Common Sense Bracket,,12/26/1904,1904,,Original Production,Play,Haverly's 14th Street Theatre,,,,
Fatinitza,,12/26/1904,1904,,Original Production,Musical,Broadway Theatre,,,,
Home Folks,,12/26/1904,1904,,Original Production,Play,New York Theatre,,,,
In Newport,,12/26/1904,1904,,Original Production,Musical,Liberty Theatre,,,,
Piff! Paff!! Pouf!!!,,12/26/1904,1904,,Original Production,Musical,Majestic Theatre,,,,
The House of Burnside,,12/26/1904,1904,,Original Production,Play,Princess Theatre,,,,
The Little Minister,,12/26/1904,1904,,Original Production,Play,Empire Theatre,,,,
The Winter's Tale,,12/26/1904,1904,,,Play,Knickerbocker Theatre,,,,
A Wife Without a Smile,,12/19/1904,1904,,Revival,,Criterion Center Stage Right,,,,
Dorothy Vernon of Haddon Hall,,12/12/1904,1904,,Original Production,Play,Majestic Theatre,,,,
Leah Kleschna,,12/12/1904,1904,,Original Production,Play,Manhattan Theatre,,,,
The Great Automobile Mystery,,12/12/1904,1904,,Original Production,Play,Star Theatre,,,,
Mrs. Gorringe's Necklace,,12/7/1904,1904,,Original Production,Play,Lyceum Theatre,,,,
The Fortunes of the King,,12/6/1904,1904,,Original Production,Play,Lyric Theatre,,,,
Brother Jacques,,12/5/1904,1904,,Original Production,Play,Garrick Theatre,,,,
Judith of Bethulia,,12/5/1904,1904,,Original Production,Play,Daly's Theatre,,,,
King Richard III,,12/5/1904,1904,,Original Production,Play,Princess Theatre,,,,
Othello,,12/5/1904,1904,,Original Production,Play,Princess Theatre,,,,
Richelieu,,12/5/1904,1904,,Original Production,Play,Princess Theatre,,,,
The Fires of St. John,,11/28/1904,1904,,Revival,Play,Daly's Theatre,,,,
The Usurper,,11/28/1904,1904,,Original Production,Play,Knickerbocker Theatre,,,,
Hedda Gabler,,11/24/1904,1904,,Original Production,Play,Daly's Theatre,,,,
The Two Roses,12/17/1904,11/21/1904,1904,26,,Musical,Broadway Theatre,,,,
Flo-Flo,11/26/1904,11/21/1904,1904,5,Original Production,Musical,West End Theatre,,,,
A Race for Life,,11/21/1904,1904,,Original Production,,Star Theatre,,,,
Magda,,11/21/1904,1904,,Original Production,Play,Daly's Theatre,,,,
The Second Fiddle,,11/21/1904,1904,,Revival,Play,Criterion Center Stage Right,,,,
Woodland,,11/21/1904,1904,,Original Production,Musical,New York Theatre,,,,
A China Doll,12/3/1904,11/19/1904,1904,14,,Musical,Majestic Theatre,,,,
Hedda Gabler,,11/19/1904,1904,,Original Production,Play,Manhattan Theatre,,,,
The Rich Mrs. Repton,,11/16/1904,1904,,Revival,Play,Criterion Center Stage Right,,,,
Sunday,,11/15/1904,1904,,Original Production,Play,Hudson Theatre,,,,
Humpty Dumpty,,11/14/1904,1904,,Original Production,,New Amsterdam Theatre,,,,
David Garrick,,11/14/1904,1904,,Original Production,Play,Lyceum Theatre,,,,
The Climbers,,11/14/1904,1904,,Original Production,Play,Princess Theatre,,,,
Why Girls Leave Home,,11/14/1904,1904,,Original Production,Play,Star Theatre,,,,
Mrs. Black Is Back,4/1/1905,11/7/1904,1904,145,,,Bijou Theatre,,,,
Amoureuse,12/3/1904,11/7/1904,1904,26,,Play,Lyric Theatre,,,,
Incognito,12/3/1904,11/7/1904,1904,26,,Play,Lyric Theatre,,,,
L'Hirondelle,12/3/1904,11/7/1904,1904,26,Original Production,Play,Lyric Theatre,,,,
La Dame aux Camelias,12/3/1904,11/7/1904,1904,26,Revival,Play,Lyric Theatre,,,,
La Douleureuse,12/3/1904,11/7/1904,1904,26,Original Production,Play,Lyric Theatre,,,,
La Parisienne,12/3/1904,11/7/1904,1904,26,Revival,Play,Lyric Theatre,,,,
La Pasarelle,12/3/1904,11/7/1904,1904,26,Revival,Play,Lyric Theatre,,,,
La Petite Marquise,12/3/1904,11/7/1904,1904,26,Revival,Play,Lyric Theatre,,,,
La Robe Rouge,12/3/1904,11/7/1904,1904,26,Original Production,Play,Lyric Theatre,,,,
Lolotte,12/3/1904,11/7/1904,1904,26,Original Production,Play,Lyric Theatre,,,,
Ma Cousine,12/3/1904,11/7/1904,1904,26,Original Production,Play,Lyric Theatre,,,,
Sapho,12/3/1904,11/7/1904,1904,26,Original Production,Play,Lyric Theatre,,,,
Zaza,12/3/1904,11/7/1904,1904,26,,Play,Lyric Theatre,,,,
Down the Pike,11/12/1904,11/7/1904,1904,5,Original Production,Musical,West End Theatre,,,,
His Last Dollar,,11/7/1904,1904,,Original Production,Play,American Theatre,,,,
Little Johnny Jones,,11/7/1904,1904,,Original Production,Musical,Liberty Theatre,,,,
The Way to Kenmare,,11/7/1904,1904,,Revival,Play,Haverly's 14th Street Theatre,,,,
Tracked Around the World,,11/7/1904,1904,,Original Production,Play,Star Theatre,,,,
Bird Center,,11/3/1904,1904,,Original Production,Play,Majestic Theatre,,,,
The Errand Boy,11/5/1904,10/31/1904,1904,5,Original Production,Musical,Haverly's 14th Street Theatre,,,,
Lew Dockstader's Minstrels,,10/31/1904,1904,,,,Herald Square Theatre,,,,
Dockstader's Minstrels,,10/31/1904,1904,,Revival,Revue,Herald Square Theatre,,,,
A Fool and His Money,,10/26/1904,1904,,Revival,,Bijou Theatre,,,,
Granny,,10/24/1904,1904,,,Play,Lyceum Theatre,,,,
The Cingalee,,10/24/1904,1904,,Original Production,Musical,Daly's Theatre,,,,
Higgledy-Piggledy,,10/20/1904,1904,,Original Production,Revue,Weber and Fields' Music Hall,,,,
Hamlet,11/26/1904,10/17/1904,1904,40,Original Production,Play,Knickerbocker Theatre,,,,
Much Ado About Nothing,11/26/1904,10/17/1904,1904,40,Original Production,Play,Knickerbocker Theatre,,,,
Romeo and Juliet,11/26/1904,10/17/1904,1904,40,Revival,Play,Knickerbocker Theatre,,,,
A Message from Mars,,10/17/1904,1904,,,Play,Princess Theatre,,,,
A Prisoner of War,,10/10/1904,1904,,Original Production,,Star Theatre,,,,
Joseph Entangled,,10/10/1904,1904,,Original Production,Play,Garrick Theatre,,,,
The Harvester,,10/10/1904,1904,,Original Production,Play,Lyric Theatre,,,,
The Sho-Gun,,10/10/1904,1904,,Original Production,Musical,Wallack's Theatre,,,,
The Sorceress,,10/10/1904,1904,,Revival,Play,New Amsterdam Theatre,,,,
After Midnight,,10/3/1904,1904,,Original Production,Play,Star Theatre,,,,
The West Point Cadet,10/3/1904,9/30/1904,1904,3,Original Production,Musical,Princess Theatre,,,,
Her Mad Marriage,,9/26/1904,1904,,Revival,Play,American Theatre,,,,
The Music Master,,9/26/1904,1904,,Original Production,Play,The Old Belasco Theatre,,,,
A Texas Ranger,,9/25/1904,1904,,Original Production,,Haverly's 14th Street Theatre,,,,
The Coronet of the Duchess,,9/21/1904,1904,,Original Production,Play,Garrick Theatre,,,,
The College Widow,,9/20/1904,1904,,Original Production,Play,Garden Theatre,,,,
Business Is Business,,9/19/1904,1904,,Revival,Play,Criterion Center Stage Right,,,,
Mr. Wix of Wickham,,9/19/1904,1904,,Original Production,Musical,Bijou Theatre,,,,
Taps,,9/17/1904,1904,,Original Production,Play,Lyric Theatre,,,,
Becky Sharp,,9/14/1904,1904,,,Play,Manhattan Theatre,,,,
The Serio-Comic Governess,,9/13/1904,1904,,Original Production,Play,Lyceum Theatre,,,,
The Street Singer,10/22/1904,9/12/1904,1904,40,Original Production,Musical,American Theatre,,,,
Letty,,9/12/1904,1904,,Original Production,Play,Hudson Theatre,,,,
The Old Homestead,,9/12/1904,1904,,Original Production,Play,New York Theatre,,,,
A Madcap Princess,10/22/1904,9/5/1904,1904,47,Original Production,Musical,Knickerbocker Theatre,,,,
Are You a Mason?,,9/5/1904,1904,,Original Production,Play,Garrick Theatre,,,,
The Duke of Killicrankie,,9/5/1904,1904,,Revival,Play,Empire Theatre,,,,
The Rogers Brothers in Paris,,9/5/1904,1904,,Revival,Musical,New Amsterdam Theatre,,,,
The Spellbinder,,9/5/1904,1904,,,Play,Herald Square Theatre,,,,
Mrs. Wiggs of the Cabbage Patch,,9/3/1904,1904,,Original Production,Play,Savoy Theatre,,,,
The County Chairman,,9/1/1904,1904,,Original Production,Play,Chickering Hall,,,,
The Royal Chef,,9/1/1904,1904,,,Musical,Lyric Theatre,,,,
The School Girl,,9/1/1904,1904,,Original Production,Musical,Daly's Theatre,,,,
Girls Will Be Girls,9/3/1904,8/27/1904,1904,7,Original Production,Musical,Haverly's 14th Street Theatre,,,,
In Dahomey,,8/27/1904,1904,,Original Production,Musical,Grand Opera House,,,,
The White Tigress of Japan,,8/27/1904,1904,,,Play,American Theatre,,,,
Jack's Little Surprise,,8/25/1904,1904,,Revival,Play,Princess Theatre,,,,
The Dictator,,8/24/1904,1904,,Original Production,Play,Criterion Center Stage Right,,,,
The Isle of Spice,10/29/1904,8/23/1904,1904,67,Original Production,Musical,Majestic Theatre,,,,
Dealers in White Women,,8/22/1904,1904,,Revival,Play,Star Theatre,,,,
Military Mad,,8/22/1904,1904,,Original Production,Play,Garrick Theatre,,,,
Checkers,,8/2/1904,1904,,Original Production,,Academy of Music,,,,
The Maid and the Mummy,,7/25/1904,1904,,Revival,Musical,New York Theatre,,,,
Paris by Night,,7/2/1904,1904,,Original Production,Revue,Madison Square Roof Garden,,,,
Fighting Bob,,6/13/1904,1904,,Original Production,Play,Fifth Avenue Theatre,,,,
The Black Mask,,6/6/1904,1904,,Original Production,,Grand Opera House,,,,
The Prince of the World,,6/3/1904,1904,,,Play,Murray Hill Theatre,,,,
The Southerners,,5/23/1904,1904,,,Musical,New York Theatre,,,,
Ingomar,5/16/1904,5/16/1904,1904,0,Revival,Play,Empire Theatre,,,,
Starr's Girl,,5/16/1904,1904,,Original Production,Play,Murray Hill Theatre,,,,
Whoop-Dee-Doo,,5/16/1904,1904,,Original Production,Musical,New Amsterdam Theatre,,,,
Yvette,5/13/1904,5/13/1904,1904,0,,Play,Knickerbocker Theatre,,,,
A Venetian Romance,,5/2/1904,1904,,Revival,Musical,Knickerbocker Theatre,,,,
The Man from China,,5/2/1904,1904,,Revival,Musical,Majestic Theatre,,,,
When Knighthood Was in Flower,,5/2/1904,1904,,Revival,Play,Empire Theatre,,,,
Two Little Sailor Boys,,5/2/1904,1904,,Original Production,,Academy of Music,,,,
The Crown Prince,,4/30/1904,1904,,Original Production,Play,Madison Square Roof Garden,,,,
Tit For Tat,,4/25/1904,1904,,,Play,Savoy Theatre,,,,
Camille,,4/18/1904,1904,,Original Production,Play,Hudson Theatre,,,,
Camille,,4/18/1904,1904,,Revival,Play,Harlem Opera House,,,,
Wang,,4/18/1904,1904,,Original Production,,Lyric Theatre,,,,
Pillars of Society,4/15/1904,4/15/1904,1904,0,Original Production,Play,Lyric Theatre,,,,
Love's Pilgrimage,4/14/1904,4/14/1904,1904,0,Original Production,Play,Chickering Hall,,,,
Driven from Home,,4/11/1904,1904,,Original Production,Play,Star Theatre,,,,
The Shepherd King,,4/5/1904,1904,,,Play,Knickerbocker Theatre,,,,
An African Millionaire,,4/4/1904,1904,,Revival,Play,Princess Theatre,,,,
Cousin Kate,,4/4/1904,1904,,Original Production,Play,Hudson Theatre,,,,
David Harum,,4/4/1904,1904,,Original Production,Play,Academy of Music,,,,
Saucy Sally,,4/4/1904,1904,,,Play,Lyceum Theatre,,,,
The Dictator,,4/4/1904,1904,,Original Production,Play,Criterion Center Stage Right,,,,
The Prince of Pilsen,,4/4/1904,1904,,,Musical,Daly's Theatre,,,,
Piff! Paff!! Pouf!!!,,4/2/1904,1904,,Original Production,Musical,Casino Theatre,,,,
A Chinese Honeymoon,4/2/1904,3/28/1904,1904,5,Original Production,Musical,Academy of Music,,,,
Rosmersholm,,3/28/1904,1904,,Revival,Play,Princess Theatre,,,,
The Two Orphans,,3/28/1904,1904,,Revival,Play,New Amsterdam Theatre,,,,
The Awakening of Mr. Pipp,5/9/1904,3/21/1904,1904,49,Revival,Musical,Haverly's 14th Street Theatre,,,,
The Wizard of Oz,,3/21/1904,1904,,,Musical,Majestic Theatre,,,,
A Parisian Romance,,3/17/1904,1904,,Original Production,Play,New Amsterdam Theatre,,,,
Beau Brummell,,3/17/1904,1904,,Original Production,Play,New Amsterdam Theatre,,,,
Beaucaire,,3/17/1904,1904,,Original Production,Play,New Amsterdam Theatre,,,,
Dr. Jekyll and Mr. Hyde,,3/17/1904,1904,,Original Production,Play,New Amsterdam Theatre,,,,
Ivan the Terrible,,3/17/1904,1904,,Revival,Play,New Amsterdam Theatre,,,,
Old Heidelberg,,3/17/1904,1904,,Original Production,Play,New Amsterdam Theatre,,,,
Much Ado About Nothing,,3/14/1904,1904,,Original Production,Play,Princess Theatre,,,,
The Ruling Power,,3/14/1904,1904,,Original Production,Play,Garrick Theatre,,,,
Man Proposes,,3/11/1904,1904,,,Play,Hudson Theatre,,,,
Hamlet,,3/8/1904,1904,,Original Production,Play,Knickerbocker Theatre,,,,
Hush-a-Bye Baby,,3/7/1904,1904,,Original Production,Play,Fifth Avenue Theatre,,,,
Out of the Fold,,3/7/1904,1904,,Original Production,Play,American Theatre,,,,
Ivan the Terrible,,3/1/1904,1904,,Original Production,Play,New Amsterdam Theatre,,,,
Mice and Men,,2/29/1904,1904,,Revival,Play,Garrick Theatre,,,,
The Tenderfoot,,2/22/1904,1904,,Original Production,Musical,New York Theatre,,,,
The Toreador,,2/22/1904,1904,,Original Production,Musical,Academy of Music,,,,
The Yankee Consul,,2/22/1904,1904,,,Musical,Broadway Theatre,,,,
Twelfth Night,,2/22/1904,1904,,,Play,Knickerbocker Theatre,,,,
Glittering Gloria,,2/15/1904,1904,,,Musical,Daly's Theatre,,,,
The Man of Destiny,,2/11/1904,1904,,Original Production,Play,Vaudeville Theatre,,,,
The Pit,,2/10/1904,1904,,,Play,Lyric Theatre,,,,
The Good Old Summertime,2/20/1904,2/8/1904,1904,12,Revival,Musical,Haverly's 14th Street Theatre,,,,
The Triumph of Love,2/8/1904,2/8/1904,1904,0,,Play,Criterion Center Stage Right,,,,
If Women Were Men,,2/8/1904,1904,,,Play,Star Theatre,,,,
Twelfth Night,,2/8/1904,1904,,Revival,Play,Knickerbocker Theatre,,,,
The Younger Mrs. Parling,,1/26/1904,1904,,Original Production,Play,Garrick Theatre,,,,
Checkers,,1/25/1904,1904,,Revival,,Academy of Music,,,,
That Man and I,,1/25/1904,1904,,Original Production,Play,Savoy Theatre,,,,
The Light That Lies in Woman's Eyes,,1/25/1904,1904,,Original Production,Play,Criterion Center Stage Right,,,,
The Secret of Polichinelle,,1/19/1904,1904,,Original Production,Play,Hoyt's Theatre,,,,
An English Daisy,,1/18/1904,1904,,Original Production,Musical,Casino Theatre,,,,
By Right of Sword,,1/18/1904,1904,,Original Production,Play,American Theatre,,,,
Olympe,,1/18/1904,1904,,Original Production,Play,Knickerbocker Theatre,,,,
Ranson's Folly,,1/18/1904,1904,,Revival,Play,Hudson Theatre,,,,
Sergeant Kitty,,1/18/1904,1904,,Original Production,Musical,Daly's Theatre,,,,
The Merchant of Venice,,1/18/1904,1904,,Original Production,Play,Lyric Theatre,,,,
The School for Scandal,,1/18/1904,1904,,Original Production,Play,Lyric Theatre,,,,
The Taming of the Shrew,,1/18/1904,1904,,Original Production,Play,Lyric Theatre,,,,
My Lady Molly,11/26/1904,1/5/1904,1904,326,Original Production,,Daly's Theatre,,,,
Terence,2/20/1904,1/5/1904,1904,46,Original Production,Play,New York Theatre,,,,
Little Mary,,1/5/1904,1904,,Original Production,Play,Empire Theatre,,,,
The Virginian,,1/5/1904,1904,,Original Production,Play,Manhattan Theatre,,,,
Lew Dockstader's Minstrels,,1/4/1904,1904,,Original Production,,Victoria Theatre,,,,
A Midnight Marriage,,1/4/1904,1904,,Original Production,Play,Grand Opera House,,,,
Dockstader's Minstrels,,1/4/1904,1904,,Original Production,Revue,Victoria Theatre,,,,
Harriet's Honeymoon,,1/4/1904,1904,,Original Production,Play,Garrick Theatre,,,,
Gypsy,12/30/1903,12/30/1903,1903,0,Original Production,Play,Garrick Theatre,,,,
The Other Girl,,12/29/1903,1903,,Original Production,Play,Criterion Center Stage Right,,,,
Glad of It,,12/28/1903,1903,,Original Production,Play,Savoy Theatre,,,,
Merely Mary Ann,,12/28/1903,1903,,Original Production,Play,Garden Theatre,,,,
The Sacrament of Judas,,12/21/1903,1903,,Original Production,Play,Princess Theatre,,,,
A Girl from Dixie,,12/14/1903,1903,,,Musical,Madison Square Theatre,,,,
Dorothy Vernon of Haddon Hall,,12/14/1903,1903,,,Play,New York Theatre,,,,
"Gentleman by Day, Burglar by Night",,12/14/1903,1903,,Original Production,Play,Star Theatre,,,,
Lord and Lady Algy,,12/14/1903,1903,,Original Production,Play,Criterion Center Stage Right,,,,
Way Down East,,12/14/1903,1903,,Original Production,Play,Academy of Music,,,,
Sweet Kitty Bellairs,6/4/1904,12/9/1903,1903,178,Original Production,Play,The Old Belasco Theatre,,,,
Candida,,12/9/1903,1903,,Original Production,Play,Princess Theatre,,,,
Mam'selle Napoleon,,12/8/1903,1903,,Revival,Musical,Knickerbocker Theatre,,,,
The Queen of the White Slaves,,12/7/1903,1903,,Original Production,,Grand Opera House,,,,
Mother Goose,,12/2/1903,1903,,Original Production,Musical,New Amsterdam Theatre,,,,
The Whitewashing of Julia,,12/2/1903,1903,,Original Production,Play,Garrick Theatre,,,,
The Little Princess,,12/1/1903,1903,,Original Production,Play,Hoyt's Theatre,,,,
What's the Matter with Susan?,,12/1/1903,1903,,,Play,Bijou Theatre,,,,
Our New Minister,,11/30/1903,1903,,Original Production,Play,American Theatre,,,,
The Light of Other Days,,11/30/1903,1903,,Original Production,Play,Haverly's 14th Street Theatre,,,,
The Marriage of Kitty,,11/30/1903,1903,,Revival,Play,Hudson Theatre,,,,
The County Chairman,6/4/1904,11/24/1903,1903,193,Original Production,Play,Chickering Hall,,,,
Captain Barrington,,11/23/1903,1903,,Original Production,,Manhattan Theatre,,,,
Miss Elizabeth's Prisoner,,11/23/1903,1903,,Original Production,,Criterion Center Stage Right,,,,
A Japanese Nightingale,,11/19/1903,1903,,,Play,Daly's Theatre,,,,
The Admirable Crichton,,11/17/1903,1903,,Revival,Play,Lyceum Theatre,,,,
Babette,1/9/1904,11/16/1903,1903,54,Original Production,Musical,Broadway Theatre,,,,
Lady Rose's Daughter,,11/16/1903,1903,,,Play,Garrick Theatre,,,,
Major Andre,,11/11/1903,1903,,,,Savoy Theatre,,,,
The Pretty Sister of Jose,,11/10/1903,1903,,Original Production,,Empire Theatre,,,,
Louis XI,,11/9/1903,1903,,Original Production,Play,Broadway Theatre,,,,
The Bells,,11/9/1903,1903,,,Play,Broadway Theatre,,,,
The Light That Failed,,11/9/1903,1903,,,Play,Knickerbocker Theatre,,,,
The Merchant of Venice,,11/9/1903,1903,,Original Production,Play,Broadway Theatre,,,,
The Sign of the Four,,11/9/1903,1903,,Revival,Play,West End Theatre,,,,
The Worst Woman in London,,11/9/1903,1903,,Original Production,Play,American Theatre,,,,
Waterloo,,11/9/1903,1903,,,Play,Broadway Theatre,,,,
A Clean Slate,,11/3/1903,1903,,Original Production,Play,Hoyt's Theatre,,,,
Mrs. Delaney of Newport,11/7/1903,11/2/1903,1903,5,Original Production,Musical,Grand Opera House,,,,
John Ermine of the Yellowstone,,11/2/1903,1903,,,,Manhattan Theatre,,,,
A Midsummer Night's Dream,,11/2/1903,1903,,Original Production,Play,New Amsterdam Theatre,,,,
Lights of Home,,11/2/1903,1903,,Original Production,Play,Haverly's 14th Street Theatre,,,,
The Girl from Kay's,,11/2/1903,1903,,Original Production,Musical,Herald Square Theatre,,,,
The Office Boy,,11/2/1903,1903,,Original Production,Musical,Victoria Theatre,,,,
"Raffles, the Amateur Cracksman",,10/27/1903,1903,,Original Production,,Princess Theatre,,,,
